 us terribl airlin gave us hotel hotlin number said sorri,negative
 flight number sfo cabo san luca arriv yet,negative
 assist yesterday u cancel flightl flight give us hotel hotlin shame,negative
 anoth delay flight likingyoulessandless,negative
 need regist servic dog first class ticket sfo gt dull phone queue hour longer pls advis,negative
 rock make watch oscar flight redcarpet oscar oscars2015,positive
 drop track,neutral
 alway xoxo,positive
 book seat flight buy even check creat much anxieti frustrat,negative
 think pay extra buck rt luggag might afford hire extra hand lame,negative
 best custom servic rep world irmafromdalla take cake,positive
 find us flt lax sooner midnight monday would great custom servic,negative
 pleas provid status flight cant imagin time web indic dude weather dalla,neutral
 amaz staff amp super help ran princesshalf spoil comfort,positive
 paid premium fli across countri cancel flight flight offer check fee upgrad love sad face,negative
 question possibl book seat infant give option want seat,neutral
 alway togeth welcom rt welcom,neutral
 flight home dc sunset globe backtowint back work refresh,neutral
 understand need dm give answer damag luggag polici,negative
 mean polici destroy luggag,negative
 special assist travel alon w kid infant prioriti board,neutral
 thank check ticket purchas custom happi,positive
 websit ever come back onlin,negative
 flight love field sfo definit cancel flightl monday februari,neutral
 flight lga dfw time,neutral
 driver licens expir littl month fli friday morn use expir licens,neutral
 problem flight book problem web site keep give error contact phone phone minut wait,negative
 reschedul cancel flightl flight onlin chang button grey,negative
 rang wait minut book ticket vendor fix site,negative
 got flight told today check email tomorrow unaccept,negative
 flight lga cancel flight stuck dalla call reschedul told could get flight today,negative
 pair includ red wine white offer redwineisbett,neutral
 websit,neutral
 site seem littl wonk right may want look tri two browser css,negative
 disappoint agent design silver status check line _airport close assist paseng,negative
 plan includ austin dalla rout topnew arab emir,neutral
 normal receiv repli central baggag baggageissu smh,negative
 logan airport wait checkin flight checkin desk open,negative
 jump dalla austin market _new,neutral
 beat ep view take southwestair va luv investor busi daili,positive
 lister show monday,neutral
 begin dalla austin flight april ketr,neutral
 congrat got busi ewr sfo lax fuck fl1289 sfo ewr clincher,negative
 appli week ago heard back fli week disappoint,negative
 love know polici damag luggag,negative
 thank follow,positive
 mani apolog r wors airlin even respond cudtom,negative
 shame va make peopl spend money strand citi airlin land jfk reimburs,negative
 dm,neutral
 pleas flight sjc choic fli southwest vega,neutral
 bad say take day via confirm email inquir week claim week,negative
 flight bos gt las tomorrow cancel flightl notif wait time hour rebook anoth airlin,negative
 rt met match got status anoth airlin upgrad restr,neutral
 way fli elev gold,positive
 guy flight cmh,neutral
 lot apolog thrown custom see sad thank noth worst airlin ever,negative
 flight stuff wrong noth worst flight ever,negative
 issu find miss item plane help find airport plane head next,negative
 match americanairlin status cool,neutral
 met match got status anoth airlin upgrad _es_ar,neutral
 tri book flight guy websit let lose busi,negative
 suck,negative
 thank,positive
 dm issu persist,positive
 never rec cancel flightlat notic left w option fli ps drive la red eye mon w kid,negative
 tri book flight amp site,negative
 flight fli boston tomorrow need home cancel flightl flight anyth,negative
 stink flight cancel flight psp jfk notif abil rebook disappoint expect better,negative
 love guy song danc high school danc revu,positive
 websit tri check,negative
 done thank quick respons appar faster sit hold,negative
 nervous flight dc lax get cancel flightl tomorrow sent dm help,neutral
 cool pictur anoth virginamerica plane wing site,positive
 keep great work,positive
 good peopl field amaz pressur texa beatstheoth crisi pleas fli ny,positive
 thank great flight la boston pilot great job land snow go back la serious,positive
 pleas get new york area monday afternoon,neutral
 thank much awesom support guy rock,positive
 seat row reclin mention websit soreback,negative
 flight delay hour la due mechan problem handl like pros could toss us free drink,negative
 cancel flight flight today precipit scare,negative
 twitter team guy kill reschedul asap thank,positive
 guy charg reschedul flight cancel flight refus refund deal,negative
 access websit safari iphon seem work mac ipad need iphon add passbook,neutral
 ipad iphon click checkin link email receiv hrs flight,neutral
 mobil site broken show header elevateus numofpointsavail number point let checkin,negative
 realli look forward flight let know reschedul diehardvirgin,positive
 cancel flight flight vx413 one sec delay airport next cancel flightl gonna email call reschedul,negative
 problem link email check thank,neutral
 chang anoth airlin get dc today abl land dc cost ugh,negative
 look forward first flight today cancel flightl along subsequ one,negative
 put great deal pdx las las pdx show love,positive
 wish afford fli next friday go back home love everyth airlin,positive
 gonna deal dalla dc deal dc dalla sad,neutral
 bug report guy,positive
 hold time call center bit much,negative
 like,neutral
 site help,neutral
 best flight attend ever,positive
 awesom rt watch nomin film feet meetthefleet oscar,neutral
 thank much,positive
 tri reset password email never arriv help,negative
 airlin base silicon valley disrupt fcmostinnov incub,neutral
 nice done,positive
 look forward watch oscar flight home tomorrow might even get someth bubbl drink,neutral
 reason delay departur vx jfk afternoon,negative
 today flight palm spring ca jfk ny cancel flightl,neutral
 hahaha guy amaz love guy,positive
 sound like fun,positive
 updat flight jfk gt lax,neutral
 spruce moos,neutral
 css site right pleas fix site unus,negative
 flight vega boston today check onlin bag count regist fix somehow,negative
 classiq luv virgin america greetingz,neutral
 hi tri check websit work tri differ browser problem continu,negative
 thank great custom servic today amp help get travel sort,positive
 thank guy sweet rout rocki airplanemodewason,positive
 love music blast gate boston wait flight sanfrancisco could get ice coffe,negative
 passeng flt assault flown trust ban crew file report,negative
 current bug websit show select departur citi select destin citi,negative
 luggag sever dent miss wheel come baggag claim san luggag agent miranda think help,negative
 thank easi itinerari shift impend weather quick painless amp free,positive
 love see girl inspir becom pilot rt free woaw event march abq,neutral
 thank good time back vodkaton entir flight sfo,positive
 beat expect share take santa cruz sentinel,positive
 plan start fli direct dal las,neutral
 big love gratitud mpower w werin oscars2105 vipswagbag avalonhollywood,positive
 great job ad littl luxuri aesthet improv air travel experi thank keep,positive
 request window seat confirm window got stuck middl seat good way treat silver member,negative
 grand budapest hotel oscarscountdown,neutral
 miss next trip,negative
 wtf paid direct flight purpos stop fuel exhaust frequent flier noth inconveni,negative
 someth wrong websit safari iphon,neutral
 thank gate check baggag full flight dfw lax give earli board sweet,positive
 alreadi check page expir x,negative
 boo refund seat upgrad fee want buy first place,neutral
 share rise q4 financi result usa today,neutral
 add pillow instead lie flat seat first class arm race,neutral
 see,neutral
 way take advantag mayweatherpacquiao,neutral
 know fli virgin fight mayweatherpacquiao,neutral
 inflight team make experi amaz,positive
 cutest salt pepper shaker ever think guy get better,negative
 move seat notic better seat cabin select behind row select disappoint,negative
 share q result,neutral
 fav airlin,positive
 hot femal pilot sweet dca sfo,positive
 guy go start fli pari welcom,neutral
 polici fli surgeri still wait answer tell doctor,negative
 alreadi contact central baggag amp sent dm charg dress lost suitcas help,negative
 thank,positive
 anyth go websit get lot error past minut,negative
 think left someth plane yesterday call ah,negative
 need follow back order dm,neutral
 need start fli,neutral
 told check airlin regul first contact,negative
 check flight sfo lax amp told atlant fli club gold get benefit,neutral
 husband order three drink via screen never came awesom,negative
 soooo guy go leav seatbelt light flight bare call turbul,negative
 polici fli surgeri,neutral
 post second consecut full year net profit,negative
 funni stori websit broken miss javascript stylesheet checkin process dislik,negative
 would love virgin like,neutral
 result handili exceed forecast,neutral
 appli posit wonder guy receiv applic,neutral
 achiev second year profit despit revenu pressur _aviat,neutral
 give posit outlook see increas competit,neutral
 tri check ct flight tmm desktop websit work sort cach bug sos,negative
 weather delay gt next week jfk bos dca,negative
 check websit go airport,neutral
 guy know check link email broken,negative
 pilot say expect choppi land nyc due gusti wind w temperatur degre amp w windchil,negative
 love wait monday return flight most watch inflight safeti video sorrynotsorri,positive
 lost luggag day ago flight vx lax iad amp call everi day respons pleas give back stuff,negative
 flight book problem section websit seem broken chrome might wanna look,negative
 hi want see new rout plan year newark love fli guy hope,neutral
 mean probabl inappropri board,neutral
 happi spend day togeth let,negative
 save saniti right,neutral
 miss flight standbi work,negative
 understand help thx comp,positive
 brought way across countri today see,positive
 thank absolut,positive
 look like broken link asset,negative
 readi let say togeth noooo turbul today,neutral
 manag itinerari section websit seem broken,negative
 check site look like everi time load,negative
 u help _fund need urgent treatment in2i old battl cancer could u help flight freyasfund,neutral
 may start servic hawaii sanfrancisco year biztravel,neutral
 carrier less half price round trip fare stun,negative
 wtf happen pdx late flight march one way sfo,neutral
 add dtw sold,neutral
 free drink flight back free promo,neutral
 thank,positive
 momma made,positive
 pleas contact portfolio left flight vx jfk sfo tonit seat need return call,negative
 help flight jkf tonight seat c left portfolio need back,neutral
 seattl bound wifey got duffl vday keeper holla,neutral
 luggag gone file paperwork promis call email still resolut respons central luggag,negative
 debbi baldwin gave rockstar perform safeti demo even vx919 las2sfo bestcrew sherock,positive
 thank,positive
 thank take care flight rockstar travel,positive
 thank love soft view travel san sfo,positive
 request mileag challeng status sever week ago onlin heard back get help,negative
 tri book ticket nyc face super fun broken style worri keep tri,positive
 mani thank follow ourprincess freyasfund usa bandi look help,positive
 nice lofti view silverstatus,positive
 appli status match feb got confirm email day still news though guy drop ball late flight,neutral
 new go airlin,neutral
 help ourprincess need help usa,neutral
 ador look forward flight austin two week,positive
 glad mention took first virgin flight year back transform experi,negative
 flight book problem flight uphold status match tax ticket count earn status point statusmatch virginamerica,neutral
 tri check look like site,neutral
 spend birthday night dal dca get home,negative
 sent coupl messag email provid avail tri next year cheer,neutral
 first time fli virgin went sanfrancisco thank smooth ride easili new fav airlin,positive
 serious though direct flight sfo fll may,neutral
 fine alreadi done purchas tri go way go back,negative
 realli experi hope ws forc check small carri w noth empti cabin space board,negative
 wjere luggag slow lax,negative
 jump dalla austin market,positive
 spoke repres offer solut loyal custom fli well,negative
 deepli disappoint birthday promo appli trip book mere day receiv email,neutral
 happen direct flight sfo fll look may see connect help dontdothistom,neutral
 help left blazer koopl jacket bag rd row second seat right gate t3 lax flight sfo,negative
 partner checkout mobil payment method help boost mobil convers rate etailwest payment visa,neutral
 promot product problem southwest recommend noneoth best,neutral
 love guy pls get direct rout las aus,positive
 would like help flight pleas,neutral
 bruh turn vxsafetyd,neutral
 cours work obsess entir virgin famili,negative
 ok first time fli tonight,positive
 dig swanki pink mood light flight nyc sfo need cabaret singer think,neutral
 done need receipt asap could pleas help,neutral
 emboss badg patch superior one current use,neutral
 vx399 jfk la dirti plane standard,negative
 flight vx399 head la jfk dirtiest va plane ever sad great airlin,negative
 got squar away someon pick soon tweet tweet sooner,positive
 avi rental continu button work websit book car tri time phone suck,negative
 delay to10,negative
 current minut hold cust servic need anyth add lap child reserv,negative
 add pillow instead lie flat seat first class arm race,neutral
 cours fun celebr thank happi chines new year,positive
 flight book problem last second flight next week sfo san chanc want gift promo code sinc love guy,neutral
 comen bank joke pleas chang noth constant problem bank,negative
 dm u also add,neutral
 grandma ella th would lt bday greet flight crew stewardess eastern airlin,neutral
 bought tix atx dalla rout thank ad love yr airlin amp yr websit best transact site ever,negative
 anytim sugafli,neutral
 gave credit late flight flight yesterday great servic wow moment unexpect gestur,positive
 need receipt flight chang send one,neutral
 submit status match request back still heard fli monday look acceler,neutral
 safeti video love first cross countri flight livewelltravel sytycd,positive
 look fat look yummi,positive
 ceo say southwest amp jetblu stray low cost model,neutral
 brilliant brisk boston cue vx363,positive
 atlant plough lone furrow middleeast,positive
 atlant plough lone furrow middleeast,positive
 atlant plough lone furrow middleeast,positive
 omg omg nonstop dalla austin virgin,neutral
 plane realli pretti thought u know,negative
 fli hawaii,neutral
 pull hair tri book flight u site work iphon ipad comput help,negative
 thank,positive
 get help support ticket day incid thank,positive
 good home texa moodlight,positive
 cannot even open laptop seat c paid premium let,negative
 seat c cannot even open laptop paid extra seat,negative
 guy start flight end month guess still road trip feb,negative
 thank need way make austin trip dca come,positive
 announc new rout austin w fare way,neutral
 realli sprint thought guy kewl _0,neutral
 cool never ur plane,negative
 dollar lax las fare,neutral
 great well deserv,positive
 fyi info com email address say contact password reset email exist email bounc,neutral
 status match week gone news flt next week hope flt count toward requir cust svc help,negative
 websit suck donkey dick thought know best,negative
 still develop app favorit airlin,neutral
 crap channel pay watch uk tv,neutral
 got set thank,positive
 channel year,neutral
 thing see passbook virgin mobil mexico integr,neutral
 giant virgin america match made heaven,positive
 thank good also see friday nwk gt sf boom,positive
 come iphon app still use make wast paper,negative
 back seat entertain system accept credit card apostroph surnam apostrophefail,negative
 vx use lga slot instead today ad aus make less like,neutral
 help step game tindertip tinderchamp,positive
 luv ur peopl product thing u charg herbal tea black tea caffein drinker,positive
 thank see soon excit see expans destin spread wing,positive
 announc new nonstop connect amp intro,neutral
 add austin dalla love field rout,neutral
 sad learn longer fli sfo gt phl hope return,negative
 tweet cancel flight chng fee flight rebook one affili afili,negative
 incred custom servic ever experienc refresh,negative
 see virginamerica come philadelphia phl,negative
 dream realli open rout dalla austin mean houston might next,neutral
 omg final,positive
 start xweek a319 flight dalla austin apr avgeek,neutral
 nice see expand texa forget us sandiego would love see flight,positive
 kinda suck earphon jack work flight may want look futur passeng,negative
 poor experi first comput problem seat malfunct stuck miss meet san diego,negative
 battl rout via,neutral
 thankyou dal aus rout make day,positive
 awesom deal dal aus way,positive
 miss nerdbird san jose,neutral
 love take backyard consum win biz compet,positive
 fli love austin excel news,positive
 make everi vx plane nerdbird austin one get nerd love,positive
 pleas add frequenc pdx portland,neutral
 congrat vx new rout,neutral
 tri offer charg addit k new ticket strand thur st time last time,negative
 u help flight get old battl cancer need treatment _fund,neutral
 never bad experi one took cake extort carri item well,negative
 spend hour worri item carryon would broken stolen sinc carri plane lock bag,negative
 group e told room bin got plane room least bag row,negative
 thank make flight lax jfk nightmar forc check carri bag gate,negative
 lot flight book site work phone wait minut,negative
 flight artisan chees wine pair,positive
 virgin america fli direct seattl nyc boston,neutral
 classi,neutral
 sure lot jfk lhr flight go lot faster mph strong tailwind,positive
 minus minut elev silver upgrad window open freeneversuck,neutral
 save tomorrow,neutral
 take year fli home dalla get shit togeth,negative
 club virgin bump new york,neutral
 would rough trip luckili virginamerica flight weather,neutral
 thestart,neutral
 pleas come minneapoli st paul,neutral
 yes fyi bff,positive
 anoth perfect flight come plane sun visor stay carrier make rais,positive
 nice rt man steel might faster wifi say sciencebehindtheexperi,negative
 love danc littl richard cool bean,positive
 use passbook still love though lt use email futur,positive
 thank free birthday point right,positive
 applic io look saw virgin mexico lt,neutral
 man steel fli citi though frequenc,neutral
 thank much share ad site,positive
 good point,neutral
 heard virgin mobil hotspot,neutral
 got chees plate flight,positive
 flight,neutral
 dad segway best part whole infograph,positive
 plan short haul airlin europ would defiant fli guy,neutral
 wifi better seat,negative
 come abc one network channel,neutral
 start flight scold use overhead bin offer person seat next,negative
 great return call day ask myvxexperi,negative
 airlin cancel flight flight bos help custom get home virgin say good luck,negative
 dear virgin custom strand sf day amp cost least accommod,negative
 use next airlin commerci lol,neutral
 group virgin other bos weather expos actual cus serv model never flight book problem virgin,negative
 one travel affect boston storm shock virgin complet apathi toward custom,negative
 umm reason someon differ contact contact get definit answer,negative
 tri make chang advanc hour prior tri onlin earlier want chang fee,negative
 loyal drive nyc pa fli virgin sinc cut philli flight,negative
 way chang main cabin main cabin select flight without pay chang fee penalti,neutral
 guy perfect alway lt wervirgin,positive
 thank best custom servic left industri,positive
 give silver status month,neutral
 realli wish fli fargo fare amaz,positive
 mood light point reclin seat kickin feet,negative
 flight schedul pm departur still say time plane gate updat long delay,negative
 group got cancel flightlat fee waiv ticket book rep help either,negative
 sign bonus enrol elev,neutral
 got pm newark home la folk ewr incred letsgohom,positive
 morn question regard elev point amp flight dm,neutral
 still wait see _dev_,negative
 wonder guy reciev dm abl potenti respond asap,positive
 fli lax sfo look awesom movi lineup actual wish long haul,positive
 book town fare way restr,neutral
 thank,positive
 thank take care mr happi custom,positive
 still refund word via dm pleas resolv issu cancel flightl flight useless assist trip,negative
 delay due lack crew delay long line deic still need improv servic unit,negative
 thank fill luck common,positive
 eri ord express connect huge popular could eri ewr hop,neutral
 even intern flight glasgow u orlando newark min,neutral
 think board flight au1066 earli think,neutral
 understand tough way get airport w serious risk accid steep price,negative
 gate agent hook altern flight way prevent constant issu would rock,positive
 fli gla mco week long airport departur intern domest ta,neutral
 thank,positive
 thank ticket,positive
 law polici,neutral
 worst nonrefund first class ticket oh select global fc system auto select economi w upgrad,negative
 buy tix day flight transfer tix flaw secur logic flaw custom servic,negative
 start claim week unrealist realli suppos go long car seat child ridicul,negative
 follow pleas airlin beautiful,neutral
 sure unit info system,negative
 car seat lost reimburs new one pair shoe necess child,neutral
 submit respons link sent,neutral
 yes david allan send email number kmm24999563v99860l0km case,neutral
 total suck cousin work phl said,negative
 want let know wonder rosetta gate agent work flight dan ase let know wasappreci,positive
 yes paper voucher got januari th,neutral
 begin feb call unit said would send anoth voucher mail never got anyth tiredofwait,negative
 internet great thing email execut compani mayb respond time manner,negative
 need use chase unit club pass yr old son come pass,neutral
 suppos number,neutral
 that weak see ya hey,negative
 flew back w compani sinc unit didnt earlier flight,negative
 lost voucher given miami aeroport jan use,negative
 tri book award septemb need flight show even w mani award seat availab,neutral
 sure drive total hour get bag like explain debacl one want talk,negative
 gee like almost care ppl think int trust adult w daughter,negative
 see told repeat pilot late flight kept get late flightr board defibril issu,negative
 prefer secur line anymor tsa pre check pull partner flight platinum spoil,negative
 newarkliberti airport need indic differ gate termin amp c flyingainteasi,negative
 yes pleas newli marri tri updat last name preexist intern flight seem easi,neutral
 unit refus reissu lost voucher plane take due mechan badcustomerservic,negative
 also run instruct shatter comput,negative
 yes agent last minut one agent rude thank ladan nice,negative
 right overnight miami,negative
 client hr layov iah day claim amp recheck luggag taken care,negative
 tri find loaner seat new use use car seat illeg accord safeti regul,negative
 dmed detail,neutral
 iah charlott baggag claim rep latric h customerservic non exist ignor custom inappropri touch custom,negative
 kewl also let know overhead bin row inop love good abbrev,negative
 thank help got need issu _austrian guess sit awhil longer,negative
 would love respond websit saw realli long form busi new seat bad,negative
 refund flight voucher anoth flight differ airlin expens today hour drive inconveni,negative
 receiv call back day infant car seat suppos go anywher child,negative
 thank concern contact custom care upon return australia,neutral
 well sit ground time wait gate tiredofthi,negative
 airport snow remov method keep good work folk cessna becom,positive
 need guy book plane concern travel someon els move forward,negative
 measli e certif appreci loyal custom wait hrs tarmac ua1116 unaccept,negative
 email address usernam sign avail,neutral
 thank abl claim interim expens cost stuff,negative
 rude rude,negative
 get board pass austrian airlin codeshar flight rebook incl hour layov amp stuck outsid sec,negative
 receiv flight unit truli break guitar unitedbreaksguitar wantmymoneyback,negative
 flew telaviv paid third suitcas even make plane besid impolit servic,negative
 bag still colo spring disabl search unfamiliar airport look bag good outcom,neutral
 shame flex ticket transfer rule even call neurosurgeri icu enough,negative
 denver said handl baggag made colo spring gave number call help either,negative
 guy need serious train custom servic mani better option put way guy handl ur mistak,negative
 ord dca,neutral
 found problem avoid like plagu told find supervisor,negative
 zcc82u cancel flight flight h advanc need connect flight reschedul link help help gf wait month see,negative
 fli,neutral
 addit first flight delay hour arriv destin hrs late flight,negative
 cancel flight flight rebook us ad flight drive denver kc thank,negative
 announc pre board address mobil disabl requir travel lot stuff preboard,neutral
 flew unit last month experi awesom,positive
 travel book thru unit group dept okc ticket agent less will help connect lax,negative
 v upset disabl servic told one employe carri medic equip rude,negative
 thnx quick repli think assist intl grp put consider inconveni today,positive
 wont transfer flight ticket accompani yr old activ militari mom emerg brain surgeri wow,neutral
 week late flightr still receiv mile mileageplus gift card starbuck card hand,negative
 k alway hope improv,positive
 yet complain guy check luggag throw bag around unfortun coincid hope,negative
 okc ticket agent roger mclarren sp less help intl group travel problem find supervisor help,negative
 mobil app need construct ground os categori expens get right,negative
 anoth fail unit ticket agent okc less help could care less problem american come,negative
 also work wc coach good thing bird land ahead schedul use wc stat,positive
 os control rather app new,negative
 sent email custom care tell may break sincer hope help,negative
 silli fli delta today unit club staff attend sur unhelp alway seem bother peski folk,negative
 phone number find call flight reserv,negative
 well fix miss buddi th bday neglig attempt make,negative
 believ help custom servic like said want number someon fix,negative
 help baggag servic desk said bc tsa screen fll bag made bag ewr,negative
 mobil board pass disappear phone stand line board second time week hmm,negative
 record rozana newark love help choosekind,neutral
 last night ord lga,neutral
 thx updat,positive
 thank,positive
 dm nut,neutral
 explain eager flight attend tri ask vision guid dog,neutral
 point ask detail servicedog book flight crew read continu,negative
 tri one avail bogota everyon rude houston stuck hour guy,negative
 worst2unitedflightsev ua las iad mechan problem took land fix delay wtfodd,negative
 despit bag make newark good inform email track updat help,negative
 go ua outbound flight last thur delay hrs long delay worst2unitedflightsev,negative
 worst2unitedflightsev ua1429 iad las mechan problem switch aircraft delay hour,negative
 crash tri check,negative
 wow deal plus seat avail easi chang make custom happi,negative
 thank info alreadi knew,positive
 airlin troubl winter amp get good custom servic contact negoti resolut,negative
 logan board gong show due lax carri enforc bin full coat room bag u need better system,negative
 thank,positive
 blackmail pay extra return ticket nullifi san francisco airport terribl servic rep scam,negative
 email address reach long dm,negative
 disappoint u didnt honor credit given ur mistak take busi elsewher,negative
 ua1673 still wait suppos depart,negative
 credit last trip never came mail,negative
 ok month wait hear airlin gave quit bit day request terribl servic,negative
 process ever end still wait repli sinc month pathet customerservic,negative
 go websit flight book problem three ticket today boot system umpteen time,negative
 get account number websit say email unavail,negative
 need book two one way order fli unaccompani minor,neutral
 receiv bag last night still miss one,negative
 need upgrad seat even economi plus like sit concret bench,negative
 pls help babi hannah get life save surgeri requir need help pls donat rt,neutral
 bet wont honour like mine ey,neutral
 nd flight also delay pilot board sit schedul,negative
 guess much ask huh,neutral
 hard stay upset someon least tri show remors,negative
 way simpl apolog goe long way even hollow one obvious care well,negative
 one time thing either shock pattern repeat neglect disrespect,negative
 finger cross amp intact disappoint experi actual say enjoy use,positive
 incred easi fix would rather stay comfort zone get forc mine,positive
 juli zero excus date system caus problem like,negative
 everyon around us sit friend famili member book ticket octob decemb bought,neutral
 sure talk go nonstop flight sna sfo sfo ewr,neutral
 move talk servic,negative
 pleas good weekend,neutral
 ask legitim question systemwid vs local problem got back unrel flightd copi past better,negative
 time call need ski go airport get faith unit,negative
 see guy amaz one compani continu make mistak yet fail held account error,negative
 tourist wonder super tide tide centuri french u k coast,neutral
 yeah sorri alway problem unit intern reput problem,negative
 yall probabl work,neutral
 mayb _sd_ks_ia would care hear went whoever listen issu caus,negative
 wonder share fb insta would produc number charact realli limit stori tell,neutral
 tell number call left airport neglig pilot staff,negative
 could email resent doesnt appear arriv,neutral
 yes pleas tri get pop newark,neutral
 follow order dm come,neutral
